county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,address_line_2,address_line_3,city,state,zip_code,square_footage,location,geom,borough,street_name_normalized
Richmond,640965,Store,JAC   ,SHIN KYUNG HO                    ,LUCKY DELI&GROCERY     ,1200,BAY ST                      ,             ,               ,STATEN ISLAND     ,NY,10305,0,"1200 BAY ST
STATEN ISLAND, NY 10305
(40.613968, -74.066044)",0101000020E61000006739A7563A8452C0F7FEB5A5964E4440,Staten Island,
Richmond,727044,Store,JAC   ,YOUR STYLE DELI INC              ,YOUR STYLE DELI        ,249,MAIN STREET                  ,             ,               ,STATEN ISLAND     ,NY,10307,0,"249 MAIN STREET
STATEN ISLAND, NY 10307
(40.50919, -74.246984)",0101000020E61000001C487379CE8F52C0BE9310992B414440,Staten Island,
New York,722999,Store,JAC   ,NYC DELI MART CORP               ,NYC DELI MART          ,748,E 9TH STREET             ,             ,               ,NEW YORK          ,NY,10009,0,"748 E 9TH STREET
NEW YORK, NY 10009
(40.724448, -73.976006)",0101000020E610000084CE7816757E52C074B48A3CB95C4440,Manhattan,
New York,722178,Store,JAC   ,MADE BY PAULINE LLC              ,MADE BY PAULINE        ,151,WEST 34TH STREET         ,             ,               ,NEW YORK          ,NY,10001,50,"151 WEST 34TH STREET
NEW YORK, NY 10001
(40.750671, -73.989853)",0101000020E61000009F07A7A0537F52C079E732E710604440,Manhattan,
Kings,729300,Store,JAC   ,POM GROUP INC                    ,POM GROUP              ,1133,MANHATTAN AVE               ,             ,               ,BROOKLYN          ,NY,11222,0,"1133 MANHATTAN AVE
BROOKLYN, NY 11222
(40.736939, -73.955369)",0101000020E61000003BC5D252257D52C07E135DEB585E4440,Brooklyn,
Richmond,714936,Store,JAC   ,THE PACOS DELI & GROCERY CORP    ,PACOS DELI & GROCERY   ,235,MAIN ST                      ,             ,               ,STATEN ISLAND     ,NY,10307,0,"235 MAIN ST
STATEN ISLAND, NY 10307
(40.509145, -74.246949)",0101000020E6100000947AC216D38F52C0A91CD6BD35414440,Staten Island,
Kings,731346,Store,JAC   ,SKYLINE DELI & GORCERY CORP      ,SKYLINE DELI & GORCERY ,9323,CHURCH AVE                  ,             ,               ,BROOKLYN          ,NY,11212,0,"9323 CHURCH AVE
BROOKLYN, NY 11212
(40.654556, -73.917238)",0101000020E6100000550E3E70B47A52C0C61E1EE5C7534440,Brooklyn,
Queens,732338,Store,JAC   ,MUALLA DELI CORP                 ,MUALLA DELI            ,8610,ROCKAWAY BEACH BLVD         ,             ,               ,FAR ROCKAWAY      ,NY,11693,0,"8610 ROCKAWAY BEACH BLVD
FAR ROCKAWAY, NY 11693
(40.587556, -73.811348)",0101000020E61000004A44CFE1EE7352C0222394BD344B4440,Queens,
Kings,735279,Store,JAC   ,THREEFOLD HOLDINGS LLC           ,THREES BREWING         ,333,DOUGLAS STREET               ,             ,               ,BROOKLYN          ,NY,11217,0,"333 DOUGLAS STREET
BROOKLYN, NY 11217
(40.679526, -73.982308)",0101000020E6100000A204A082E17E52C0F0B683B7FD564440,Brooklyn,
New York,725920,Store,JAC   ,H & S MINI DELI CORP             ,H & S MINI DELI        ,2320,AMSTERDAM AVE               ,             ,               ,NEW YORK          ,NY,10033,0,"2320 AMSTERDAM AVE
NEW YORK, NY 10033
(40.844497, -73.933542)",0101000020E610000038D02BF5BF7B52C03FF57F76166C4440,Manhattan,
Richmond,720048,Store,JAC   ,FERNANDEZ & FERNANDEZ DELI GROCER,FERNANDEZ & FERNANDEZ D,201,HARBOR RD                    ,             ,               ,STATEN ISLAND     ,NY,10303,0,"201 HARBOR RD
STATEN ISLAND, NY 10303
(40.631743, -74.160383)",0101000020E6100000645E0F72438A52C026AC5173E0504440,Staten Island,
Richmond,702235,Store,JAC   ,THREE STAR DELI CORP             ,THREE STAR DELI        ,163,DECKER AVE                   ,             ,               ,STATEN ISLAND     ,NY,10302,0,"163 DECKER AVE
STATEN ISLAND, NY 10302
(40.628792, -74.136588)",0101000020E61000002EA7B6EBB48852C0334864508B504440,Staten Island,
Kings,728805,Store,JAC   ,NEW STAR FOOD CORP               ,NEW FAMILIY MINI MARKET,244,RIDGEWOOD AVE                ,             ,               ,BROOKLYN          ,NY,11208,0,"244 RIDGEWOOD AVE
BROOKLYN, NY 11208
(40.683721, -73.879502)",0101000020E6100000226170B1487852C007A79D9484574440,Brooklyn,
Bronx,730167,Store,A     ,BTM GROCERY & 99 CENTS PLUS INC  ,BTM GROCERY & 99 CENTS ,684,E 189TH STREET               ,             ,               ,BRONX             ,NY,10458,1,"684 E 189TH STREET
BRONX, NY 10458
(40.856241, -73.883688)",0101000020E6100000B690599C8E7852C0C489B0E4986D4440,Bronx,
New York,730802,Store,JAC   ,DAVIDS DELI GROCERY CORP         ,DAVIDS DELI GROCERY    ,2336,1ST AVENUE                  ,             ,               ,NEW YORK          ,NY,10035,0,"2336 1ST AVENUE
NEW YORK, NY 10035
(40.798466, -73.933607)",0101000020E6100000C2C51179C07B52C0975947FF32664440,Manhattan,
New York,723973,Store,JAC   ,BROOKLYN FARE GREENWICH LLC      ,BROOKLYN FARE GREENWICH,666,GREENWICH ST                 ,             ,               ,NEW YORK          ,NY,10014,0,"666 GREENWICH ST
NEW YORK, NY 10014
(40.732448, -74.007622)",0101000020E6100000BA6FAF277E8052C09987F0D1B95D4440,Manhattan,
New York,724079,Store,JAC   ,TARGET CORP                      ,TARGET STORE T-3229    ,255,GREENWICH ST                 ,             ,               ,NEW YORK          ,NY,10007,0,"255 GREENWICH ST
NEW YORK, NY 10007
(40.714557, -74.011456)",0101000020E610000030A30100BC8052C0E3094916735B4440,Manhattan,
Queens,732556,Store,JAC   ,VILLA F DELI GROCERY INC         ,VILLA F DELI GROCERY   ,1712,MENAHAN STREET              ,             ,               ,RIDGEWOOD         ,NY,11385,0,"1712 MENAHAN STREET
RIDGEWOOD, NY 11385
(40.703531, -73.911707)",0101000020E61000006510D26D567A52C091AF33AF125A4440,Queens,
Queens,735249,Store,JAC   ,HS YIM S DELI CORP               ,HS YIM S DELI          ,466,WOODWARD AVE                 ,             ,               ,RIDGEWOOD         ,NY,11385,0,"466 WOODWARD AVE
RIDGEWOOD, NY 11385
(40.707968, -73.910948)",0101000020E61000003346E9A74F7A52C02FC7134FA25A4440,Queens,
New York,734415,Store,JAC   ,EL PATIO DELI CORP               ,EL PATIO DELI          ,2082,MADISON AVENUE              ,             ,               ,NEW YORK          ,NY,10037,0,"2082 MADISON AVENUE
NEW YORK, NY 10037
(40.809623, -73.937812)",0101000020E6100000DF56B53D057C52C0DA0A89D8A1674440,Manhattan,
Kings,717231,Store,JAC   ,KINGDOM DELI THE LLC             ,BEACH DELI INC         ,2876,GERRITSEN AVE               ,             ,               ,BROOKLYN          ,NY,11229,0,"2876 GERRITSEN AVE
BROOKLYN, NY 11229
(40.590176, -73.92226)",0101000020E610000069520870037B52C05C7FB72E884B4440,Brooklyn,
Kings,727455,Store,A     ,FLYING TIGER RETAIL EAST COAST LL,FLYING TIGER COPENHAGEN,445,ALBEE SQUARE WEST            ,             ,               ,BROOKLYN          ,NY,11201,1,"445 ALBEE SQUARE WEST
BROOKLYN, NY 11201
(40.69074, -73.983473)",0101000020E6100000CEE0C6E1F07E52C08A620F386D584440,Brooklyn,
Kings,721892,Store,JAC   ,BROOKLYNS NATURAL FOOD CORP V    ,BROOKLYNS NATURAL DELI ,2126,CATON AVE                   ,             ,               ,BROOKLYN          ,NY,11226,0,"2126 CATON AVE
BROOKLYN, NY 11226
(40.652819, -73.959773)",0101000020E6100000148D75366B7D52C012F47D138F534440,Brooklyn,
Kings,728793,Store,JAC   ,PRINCE HALSEY DELI CORP          ,PRINCE HALSEY DELI     ,803,HALSEY STREET                ,             ,               ,BROOKLYN          ,NY,11233,0,"803 HALSEY STREET
BROOKLYN, NY 11233
(40.6852, -73.920274)",0101000020E6100000940A92D6E27A52C01A79F7C4B5574440,Brooklyn,
New York,710722,Store,JAC   ,MADHUFALLA INC                   ,GREEN PLANET ORGANICS  ,183,MULBERRY ST                  ,             ,               ,NEW YORK          ,NY,10012,0,"183 MULBERRY ST
NEW YORK, NY 10012
(40.720876, -73.996678)",0101000020E6100000596CFEDCCA7F52C008FC583F415C4440,Manhattan,
Bronx,718168,Store,JAC   ,MEXICANO DELI #2 CORP            ,MEXICANO DELI #2       ,957-957B,WESTCHESTER AVE         ,             ,               ,BRONX             ,NY,10459,0,"957 957B WESTCHESTER AVE
BRONX, NY 10459
(40.822579, -73.895995)",0101000020E610000014849DAC597952C0332C526248694440,Bronx,
Bronx,721532,Store,JAC   ,SKY VIEW CAFE & DELICATESSEN CORP,SKY VIEW CAFE & DELICAT,5691,RIVERDALE AVENUE        ,             ,               ,BRONX             ,NY,10471,0,"5691 RIVERDALE AVENUE
BRONX, NY 10471
(40.906575, -73.904186)",0101000020E6100000818B9020DE7952C0E94836270B744440,Bronx,
Kings,707730,Store,JAC   ,HOLLY DELI GROCERY INC           ,HOLLY DELI GROCERY     ,2520,LINDEN BLVD                 ,             ,               ,BROOKLYN          ,NY,11208,0,"2520 LINDEN BLVD
BROOKLYN, NY 11208
(40.667042, -73.870997)",0101000020E61000001E77D165BF7752C08867BFED66554440,Brooklyn,
Kings,720367,Store,A     ,FLATBUSH EXPRESS PHARMACY INC    ,FLATBUSH EXPRESS PHARMA,860,FLATBUSH AVE                 ,             ,               ,BROOKLYN          ,NY,11226,0,"860 FLATBUSH AVE
BROOKLYN, NY 11226
(40.651288, -73.958941)",0101000020E61000000746F6F25F7D52C06D15ADED60534440,Brooklyn,
Bronx,716917,Store,JAC   ,MAMA OLGA DELI GROCERY INC       ,MAMA OLGA DELI GROCERY ,1960,BATHGATE AVE                ,             ,               ,BRONX             ,NY,10457,0,"1960 BATHGATE AVE
BRONX, NY 10457
(40.848182, -73.896434)",0101000020E6100000BC555E495E7952C078E35A35936C4440,Bronx,
Kings,717185,Store,JAC   ,JEROME DELI PLAZA CORP           ,JEROME DELI PLAZA      ,621,JEROME ST                    ,             ,               ,BROOKLYN          ,NY,11207,0,"621 JEROME ST
BROOKLYN, NY 11207
(40.665211, -73.88481)",0101000020E6100000AC20EF1DA17852C082C6D1FF27554440,Brooklyn,
New York,627399,Store,A     ,DUANE READE ETAL PTRS            ,DUANE READE 14387      ,46,3RD AVE                       ,             ,               ,NEW YORK          ,NY,10003,0,"46 3RD AVE
NEW YORK, NY 10003
(40.730878, -73.988943)",0101000020E6100000730F99D34D7F52C05604758E855D4440,Manhattan,
Bronx,733040,Store,JAC   ,MUSTAFA GROCERY & DELI LLC       ,MUSTAFA GROCERY & DELI ,512A,WILLIS AVENUE               ,             ,               ,BRONX             ,NY,10455,0,"512A WILLIS AVENUE
BRONX, NY 10455
(40.815222, -73.918424)",0101000020E6100000FC551F0FC67A52C0A960C25C5A684440,Bronx,
Bronx,732835,Store,JAC   ,SPINNER DELI CORP                ,SPINNER DELI           ,374,E 188TH STREET               ,             ,               ,BRONX             ,NY,10458,0,"374 E 188TH STREET
BRONX, NY 10458
(40.860111, -73.893676)",0101000020E61000003C3A5C91327952C0F069D505186E4440,Bronx,
Kings,728795,Store,JAC   ,UTICA DELI GOURMET 1 CORP        ,UTICA DELI GOURMET 1   ,260,UTICA AVE                    ,             ,               ,BROOKLYN          ,NY,11213,0,"260 UTICA AVE
BROOKLYN, NY 11213
(40.669593, -73.93105)",0101000020E6100000077C3165967B52C024E7216BB6554440,Brooklyn,
Kings,734650,Store,JAC   ,6 STIRS DELI & GROCERY CORP      ,6 STIRS DELI & GROCERY ,1715,ST JOHNS PLACE              ,             ,               ,BROOKLYN          ,NY,11233,0,"1715 ST JOHNS PLACE
BROOKLYN, NY 11233
(40.669987, -73.920016)",0101000020E61000009A50AD6BE07A52C0F8D71A25C2554440,Brooklyn,
Bronx,725962,Store,A     ,WHITE PLAINS SUPER DISCOUNT INC  ,DOLLAR POWER           ,1,EAST 167TH STREET              ,             ,               ,BRONX             ,NY,10452,0,"1 EAST 167TH STREET
BRONX, NY 10452
(40.836149, -73.922305)",0101000020E6100000C92AA768057B52C0FFD9B801046B4440,Bronx,
Queens,714033,Store,A     ,WILDLIFE CONSERVATION SOCIETY    ,QUEENS ZOO             ,5351,111TH ST                    ,             ,               ,CORONA            ,NY,11368,0,"5351 111TH ST
CORONA, NY 11368
(40.743149, -73.851274)",0101000020E61000009EA4FB64457652C03164396D345F4440,Queens,
Bronx,701963,Store,JAC   ,HICIANO DELI GROCERY CORP        ,HICIANO DELI GROCERY   ,3118,BAILEY AVENUE               ,             ,               ,BRONX             ,NY,10463,0,"3118 BAILEY AVENUE
BRONX, NY 10463
(40.878448, -73.90206)",0101000020E61000008B8EB101BB7952C01127350D71704440,Bronx,
Queens,734905,Store,JAC   ,DELI GROCERY SHEF PEPIN INC      ,DELI GROCERY SHEF PEPIN,2107,CORNAGA AVE                 ,             ,               ,FAR ROCKAWAY      ,NY,11691,0,"2107 CORNAGA AVE
FAR ROCKAWAY, NY 11691
(40.602231, -73.754213)",0101000020E61000005E862FAE497052C014DB738D154D4440,Queens,
New York,711608,Store,JAC   ,EAST N WEST DELI GROCERY CORP    ,EAST N WEST DELI GROCER,501,WEST 145TH ST                ,             ,               ,NEW YORK          ,NY,10031,0,"501 WEST 145TH ST
NEW YORK, NY 10031
(40.825367, -73.947912)",0101000020E61000003A1DBF2DAC7C52C0F7CF0629A7694440,Manhattan,
Kings,722403,Store,JAC   ,BRIGHTON HALAL MEAT MARKET INC   ,BRIGHTON HALAL MEAT MAR,217,NEPTUNE AVE                  ,             ,               ,BROOKLYN          ,NY,11235,0,"217 NEPTUNE AVE
BROOKLYN, NY 11235
(40.581652, -73.961395)",0101000020E61000008A75FD0D897D52C01EFDC818734A4440,Brooklyn,
Kings,732322,Store,JAC   ,BAKEHOUSE ON CONEY               ,BROOKLYN ARTISAN BAKEHO,1371,CONEY ISLAND AVE      ,             ,               ,BROOKLYN          ,NY,11230,0,"1371 CONEY ISLAND AVE
BROOKLYN, NY 11230
(40.624079, -73.96498)",0101000020E61000001D4EA633C37D52C084FCAC6DE34F4440,Brooklyn,
New York,629327,Store,JAC   ,WEST LOBBY NEWSSTAND INC         ,GATEWAY NEWSSTAND      ,555,W 57TH ST                    ,             ,               ,NEW YORK          ,NY,10019,0,"555 W 57TH ST
NEW YORK, NY 10019
(40.770131, -73.990931)",0101000020E6100000B334F05A6B7F52C0B6EAD06F93624440,Manhattan,
New York,708500,Store,A     ,DELUXE CANDY STORE INC           ,DELUXE CANDY STORE     ,3430,BROADWAY                    ,             ,               ,NEW YORK          ,NY,10031,0,"3430 BROADWAY
NEW YORK, NY 10031
(40.823034, -73.952801)",0101000020E61000005C336D4FFD7C52C00DAD302F57694440,Manhattan,
Kings,735142,Store,JAC   ,DIAMOND FISH & MEAT MARKET INC   ,DIAMOND FISH & MEAT MAR,832,ROGERS AVENUE                ,             ,               ,BROOKLYN          ,NY,11226,0,"832 ROGERS AVENUE
BROOKLYN, NY 11226
(40.650252, -73.952418)",0101000020E610000026F28ACBF47C52C0536A9CF53C534440,Brooklyn,
Kings,712478,Store,A     ,BEST 99 NY CORP                  ,BEST 99 NY             ,1800,FLATBUSH AVE                ,             ,               ,BROOKLYN          ,NY,11210,0,"1800 FLATBUSH AVE
BROOKLYN, NY 11210
(40.626047, -73.940489)",0101000020E6100000BC00EB98327C52C006C1D21D25504440,Brooklyn,
New York,722573,Store,A     ,ARCH BISHOP FULTON J SHEEN CENTER,THE SHEEN CENTER       ,18,BLEECKER STREET               ,             ,               ,NEW YORK          ,NY,10012,0,"18 BLEECKER STREET
NEW YORK, NY 10012
(40.725502, -73.99325)",0101000020E61000008497D2CE8F7F52C0036B9A4CDC5C4440,Manhattan,
Kings,731662,Store,JAC   ,NOVA GROCERY INC                 ,NOVA GROCERY           ,1089,RUTLAND RD                  ,             ,               ,BROOKLYN          ,NY,11212,0,"1089 RUTLAND RD
BROOKLYN, NY 11212
(40.664249, -73.923953)",0101000020E610000019732BC9207B52C03852F7F607554440,Brooklyn,
New York,724233,Store,JAC   ,KYJW CORPORATION                 ,7 ELEVEN STORE #37035A ,478,3RD AVE                  ,             ,               ,NEW YORK          ,NY,10016,0,"478 3RD AVE
NEW YORK, NY 10016
(40.744776, -73.978808)",0101000020E610000076226D55A57E52C070803F12545F4440,Manhattan,
Kings,735231,Store,JAC   ,SINAI DELI & GROCERY CORP        ,SINAI DELI & GROCERY   ,7314,18TH AVENUE                 ,             ,               ,BROOKLYN          ,NY,11204,0,"7314 18TH AVENUE
BROOKLYN, NY 11204
(40.614271, -73.995093)",0101000020E61000009B4CC143AD7F52C0C992F779A54E4440,Brooklyn,
Bronx,720387,Store,JAC   ,STEVEN DELI & GROCERY CORP       ,STEVEN DELI & GROCERY  ,325,CYPRESS AVENUE               ,             ,               ,BRONX             ,NY,10454,0,"325 CYPRESS AVENUE
BRONX, NY 10454
(40.807857, -73.913266)",0101000020E6100000D2397148727A52C05EFE87176B674440,Bronx,
Bronx,609400,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #8614    ,780,ST ANNS AVE                ,             ,               ,BRONX             ,NY,10455,0,"780 ST ANNS AVE
BRONX, NY 10455
(40.820209, -73.910273)",0101000020E6100000327C43DE447A52C0D79C91B6E9684440,Bronx,
Bronx,725031,Store,A     ,STADIUM DISCOUNT INC             ,STADIUM DISCOUNT       ,880,RIVER AVENUE                 ,             ,               ,BRONX             ,NY,10452,0,"880 RIVER AVENUE
BRONX, NY 10452
(40.828509, -73.925533)",0101000020E6100000C44F8F713D7B52C0240226D0066A4440,Bronx,
New York,732175,Store,JAC   ,MOKOKO GUY RICHARD               ,ESTHER DELI & GROCERY C,2006,2ND AVENUE            ,             ,               ,NEW YORK          ,NY,10029,0,"2006 2ND AVENUE
NEW YORK, NY 10029
(40.788982, -73.943635)",0101000020E610000011696AC5667C52C06B7E8F09F7644440,Manhattan,
Queens,708769,Store,JAC   ,30TH AVE DELI INC                ,30TH AVE DELI          ,3702,30TH AVE                    ,             ,               ,ASTORIA           ,NY,11103,0,"3702 30TH AVE
ASTORIA, NY 11103
(40.76459, -73.916469)",0101000020E61000007E51ED50A77A52C09EDD5F96DD614440,Queens,
Bronx,732717,Store,JAC   ,ADRIAN GROCERY STORE INC         ,ADRIAN GROCERY STORE   ,51,E 183RD STREET                ,             ,               ,BRONX             ,NY,10453,0,"51 E 183RD STREET
BRONX, NY 10453
(40.858313, -73.902524)",0101000020E6100000E150FCB7C27952C089DC05EBDC6D4440,Bronx,
Bronx,717589,Store,JAC   ,LOS PEREZ DELI FOOD CORP         ,LOS PEREZ DELI FOOD    ,2629,MARION AVE                  ,             ,               ,BRONX             ,NY,10458,0,"2629 MARION AVE
BRONX, NY 10458
(40.864307, -73.891118)",0101000020E610000006867155077952C0D161CB9DA36E4440,Bronx,
Bronx,707987,Store,A     ,MKX 99 CENTS&UP INC              ,MKX 99 CENTS&UP        ,736,EAST TREMONT AVE             ,             ,               ,BRONX             ,NY,10457,0,"736 EAST TREMONT AVE
BRONX, NY 10457
(40.844744, -73.889765)",0101000020E61000006879BE20F27852C087411256206C4440,Bronx,
Bronx,718809,Store,JAC   ,MARIANDY DELI&GROCERY CORP       ,MARIANDY DELI & GROCERY,2833,DECATUR AVE                 ,             ,               ,BRONX             ,NY,10458,0,"2833 DECATUR AVE
BRONX, NY 10458
(40.867221, -73.88551)",0101000020E6100000E0EB2AAFAC7852C060D00F11016F4440,Bronx,
New York,724880,Store,JAC   ,JUICE PRESS LLC THE              ,JUICE PRESS EQ8        ,225,LIBERTY ST                   ,             ,               ,NEW YORK          ,NY,10281,0,"225 LIBERTY ST
NEW YORK, NY 10281
(40.711113, -74.014718)",0101000020E6100000023343C8008152C0A6E7E4A4135B4440,Manhattan,
Kings,719864,Store,JAC   ,ALYAFEAI BANDER M                ,1 BELMONT DELI         ,105,BELMONT AVE                  ,             ,               ,BROOKLYN          ,NY,11212,0,"105 BELMONT AVE
BROOKLYN, NY 11212
(40.669034, -73.906282)",0101000020E61000007F52418A007A52C0A6420E23A3554440,Brooklyn,
New York,628222,Store,JAC   ,FAMILY VENDING INC               ,FAMILY VENDING         ,26,FEDERAL PLAZA                 ,             ,               ,NEW YORK          ,NY,10278,6,"26 FEDERAL PLAZA
NEW YORK, NY 10278
(40.716021, -74.003986)",0101000020E6100000F66033B84D8052C099BF5A5EA65B4440,Manhattan,
Kings,714666,Store,A     ,SOFT TOUCH NEWS STANDS INC       ,SOFT TOUCH NEWS STAND  ,2,METRO TECH CENTER              ,             ,               ,BROOKLYN          ,NY,11201,50,"2 METRO TECH CENTER
BROOKLYN, NY 11201
(40.693714, -73.987222)",0101000020E6100000FC18999E157F52C0FD55B606CC584440,Brooklyn,
New York,627955,Store,JAC   ,MORTON FOOD&GROCERY CORP         ,MORTON FOOD&GROCERY    ,448,HUDSON ST                    ,             ,               ,NEW YORK          ,NY,10014,0,"448 HUDSON ST
NEW YORK, NY 10014
(40.731455, -74.006641)",0101000020E6100000B82F425D6D8052C0817FC4129A5D4440,Manhattan,
